"","Name","Designation","Department","Qualification"
"2312","MEYER,MARK BENJAMIN","Assoc Lecturer","Biochemistry","PHD 2007 Univ of Wisconsin-Madison"
"2313","MEYERAND,BETH","Professor","Medical Physics","PHD 1996 Medical College Of Wisconsin"
"2314","MEYERS,JENNIFER","Honorary Assoc/Fellow","Design Studies","MS 1987 University Of Houston"
"2315","MEYERS,STEPHEN R","Professor","Geoscience","PHD 1999 Northwestern University"
"2316","MEYN,ION","Assistant Professor","Law School","JD 2000 Hastings Clg of Law, U of CA"
"2317","MEYN,STEPHEN","Professor","Pediatrics","PHD 1980 New York University"
"2318","MEZRICH,JOSHUA D","Associate Professor","Surgery","MD 1997 Cornell University"
"2319","MEZU-NDUBUISI,OLACHI","Assistant Professor","Pediatrics","MD 2003 Abia State University"
"2320","MICHAELIS,JOSEPH E","Visiting Asst Prof","Educational Psychology","MS 2015 Univ of Wisconsin-Madison"
"2321","MICHAUD,MARY DAVIS","Lecturer","Law School","MPP 1995 University of Chicago"
"2322","MICHELS,TONY","Professor","History","PHD 1998 Stanford University"
"2323","MICHINI,CARLA","Assistant Professor","Industrial &amp; Systems Engr","PHD 2012 Univ Studi di Roma-La Sapienza"
"2324","MICKELSON,JAMIE IRENE","Lecturer","Bba Program Office","MS 2017 Univ of Wisconsin-Madison"
"2325","MIDDLECAMP,CATHY","Professor","Academic Programs","PHD 1976 Univ of Wisconsin-Madison"
"2326","MIERNOWSKA,EWA","Senior Lecturer","German, Nordic &amp; Slavic","PHD 1996 Univ of Wisconsin-Madison"
"2327","MIERNOWSKI,JAN","Professor","French And Italian","PHD 1988 Universite Paris X Nanterre"
"2328","MIKKELSON,ANDREW","Assoc Lecturer","Mechanical Engineering","MS 1999 Univ of Wisconsin-Madison"
"2329","MILENKOVIC,PAUL H.","Associate Professor","Electrical &amp; Computer Engr","PHD 1981 California Institute of Tech"
"2330","MILICIC,SRDJAN","Assoc Faculty Assoc","Electrical &amp; Computer Engr","PHD 2007 Arizona State University"
"2331","MILKOWSKI,ANDREW","Adjunct Professor","Animal Sciences","PHD 1976 Univ of Wisconsin-Madison"
"2332","MILLARD,MARK","Sr Inform Proc Conslt","Engr Professional Development","MS 2005 Indiana University"
"2333","MILLER,BARTON P.","Professor","Computer Sciences","PHD 1984 Univ of California Berkeley"
"2334","MILLER,DENNIS","Professor","Art","MFA 1995 Univ of Wisconsin-Madison"
"2335","MILLER,ERIC","Lecturer","Social Work","MSW 2011 Univ of Michigan at Ann Arbor"
"2336","MILLER,FRANKLIN","Associate Professor","Mechanical Engineering","PHD 2005 Massachusetts Inst Of Tech"
"2337","MILLER,JAIMIE L","Clinical Instructor","Madison Pathology/Toxicology","DVM 2012 University of Florida"
"2338","MILLER,JAMES","Lecturer","Chemical &amp; Biological Engr","PHD 1995 Carnegie-Mellon University"
"2339","MILLER,JANEL","Lecturer","Engr Professional Development","MS 1984 Carnegie-Mellon University"
"2340","MILLER,JOSEPH S","Professor","Mathematics","PHD 2002 Cornell University"
"2341","MILLER,MICHAEL","Honorary Assoc/Fellow","Academic Programs","BS 1986 Univ of Wisconsin-Madison"
"2342","MILLER,PAUL E.","Clinical Professor","Surgical Sciences","DVM 1983 Michigan State University"
"2343","MILLER,PETER M","Professor","Ed Leadership&amp;Policy Analysis","PHD 2005 University of Utah"
"2344","MILTON,ROSS","Visiting Asst Prof","Economics","PHD 2017 "
"2345","MIN,SANGKEE","Assistant Professor","Mechanical Engineering","PHD 2001 Univ of California Berkeley"
"2346","MINAHAN,DANNY F","Assoc Lecturer","Admin:Student Academic Affairs","PHD 2019 Univ of Wisconsin-Madison"
"2347","MINICHIELLO,VINCENT JOSEPH","Asst Professor (CHS)","Family Medicine","MD 2012 Univ of Massachusetts Med Sch"
"2348","MINTER,REBECCA MANGET","Professor","Surgery","MD 1996 Univ of TX Sthwestern Med Ctr"
"2349","MIRANDA,ALMITA A","Assistant Professor","Geography","PHD 2017 Northwestern University"
"2350","MIRSHARIFI,FATEMEHSADAT","Lecturer","Asian Languages &amp; Cultures","PHD 2017 Univ of Wisconsin-Madison"
"2351","MISEY,ROBERT J","Adjunct Instructor","Law School","JD 1987 Vanderbilt University"
"2352","MISSION,PAIGE LAUREN","Asst Professor (CHS)","Neurology","PHD 2016 Univ of Wisconsin-Madison"
"2353","MITCH,-","Clinical Professor","Law School","JD 2003 Univ of Wisconsin-Madison"
"2354","MITCHELL,CAROL K C","Asst Professor (CHS)","Medicine","PHD 2002 Univ of Missouri-Kansas City"
"2355","MITCHELL,EVERETT D","Adjunct Instructor","Law School","JD 2010 Univ of Wisconsin-Madison"
"2356","MITCHELL,MANKAH","Lecturer","Ed Leadership&amp;Policy Analysis","PHD 2016 Univ of Wisconsin-Madison"
"2357","MITCHELL,MEG","Associate Professor","Art","MFA 2008 Univ of Maryland College Park"
"2358","MITCHELL,PAUL","Professor","Agricultural&amp;Applied Economics","PHD 1999 Iowa State Univ of Sci &amp; Tech"
"2359","MITCHELL,SUSAN","Assoc Lecturer","Information School","MLS 2002 SUNY at Buffalo"
"2360","MITMAN,GREGG","Professor","History","PHD 1988 Univ of Wisconsin-Madison"
"2361","MITROVIC,DIJANA","Assoc Lecturer","German, Nordic &amp; Slavic","PHD 2016 Univ of Wisconsin-Madison"
"2362","MIYAMOTO,SHIGEKI","Professor","Oncology","PHD 1990 Univ of California Berkeley"
"2363","MIYAMOTO,YURI","Professor","Psychology","PHD 2006 Univ of Michigan at Ann Arbor"
"2364","MIYASAKI,JAN KEIKO","Senior Lecturer","Asian Amer St","JD 2011 Marquette University"
"2365","MLADENOFF,DAVID","Professor","Forest &amp; Wildlife Ecology","PHD 1985 Univ of Wisconsin-Madison"
"2366","MOBLEY,SCOTT","Assoc Faculty Assoc","Political Science","PHD 2015 Univ of Wisconsin-Madison"
"2367","MOEDERSHEIM,SABINE","Associate Professor","German, Nordic &amp; Slavic","PHD 1992 Al Ludwig U-Freiburg Breisgau"
"2368","MOELLER,KATHRYN","Assistant Professor","Educational Policy Studies","PHD 2012 Univ of California Berkeley"
"2369","MOES II,JAMES","Assoc Lecturer","Accting &amp; Info Sys","MACC 2019 Univ of Wisconsin-Madison"
"2370","MOHAMED,MAHA A","Assoc Professor (CHS)","Medicine","MD 1992 University of Khartoum"
"2371","MOHAMMADI,ABDOLLAH","Assoc Lecturer","Physics","PHD 2011 Shiraz University"
"2372","MOHAN,PAULA RAE","Senior Lecturer","Amer Ind St","MPP 1988 Univ of Wisconsin-Madison"
"2373","MOHR,EMMA","Assistant Professor","Pediatrics","PHD 2012 University of Iowa"
"2374","MOMMAERTS,CORINA D","Assistant Professor","Economics","PHD 2016 Yale University"
"2375","MOMONT,HARRY WALTER","Clinical Assoc Prof","Medical Sciences","PHD 1985 Univ of Minnesota-Twin Cities"
"2376","MONAHAN,LAURA A","Assoc Lecturer","Integrative Biology","MS 2004 Univ of Wisconsin-Milwaukee"
"2377","MONETTE,RICHARD","Professor","Law School","JD 1988 University of Oregon"
"2378","MONTGOMERY,JAMES D","Professor","Sociology","PHD 1989 Massachusetts Inst Of Tech"
"2379","MONTGOMERY,KITTY","Assistant Professor","Nursing","PHD 2013 Univ of Wisconsin-Milwaukee"
"2380","MOONEY,MARGARET E.","Assoc Lecturer","Atmospheric &amp; Oceanic Sciences","MPA 2002 Univ of Wisconsin-Madison"
"2381","MOORE,DARCIE","Assistant Professor","Department Of Neuroscience","PHD 2010 University Of Miami"
"2382","MOORE,JOHN W","Professor","Chemistry","PHD 1965 Northwestern University"
"2383","MOORE,LUCAS","Assoc Lecturer","Social Work","MSW 2012 Univ of Wisconsin-Madison"
"2384","MOORE,SARAH A","Associate Professor","Geography","PHD 2006 University of Kentucky"
"2385","MORALES,ALFONSO","Professor","Planning &amp; Landscape Arch","PHD 1993 Northwestern University"
"2386","MORAN,NICKOLAS","Lecturer","Mead Witter School Of Music","DM 2012 "
"2387","MOREAU,PAGE","Professor","Marketing","PHD 1998 Columbia University"
"2388","MORELLO,SAMANTHA L","Clinical Assoc Prof","Surgical Sciences","DVM 2006 Cornell University"
"2389","MORENO,MARIA","Assoc Lecturer","Planning &amp; Landscape Arch","PHD 2004 Univ of Wisconsin-Madison"
"2390","MORENO,MEGAN ANDREAS","Professor","Pediatrics","MD 2000 George Washington University"
"2391","MORGAN,DANE","Professor","Materials Science&amp;Engineering","PHD 1998 Univ of California Berkeley"
"2392","MORGAN,MICHAEL C.","Professor","Atmospheric &amp; Oceanic Sciences","PHD 1994 Massachusetts Inst Of Tech"
"2393","MORI,JUNKO","Professor","Asian Languages &amp; Cultures","PHD 1996 Univ of Wisconsin-Madison"
"2394","MORIELLO,KAREN A.","Clinical Professor","Medical Sciences","DVM 1982 Univ of IL at Urbana-Champaign"
"2395","MORRIS,JEREMY","Associate Professor","Communication Arts","PHD 2010 McGill University"
"2396","MORRIS,ZACHARY","Assistant Professor","Human Oncology","PHD 2009 Harvard University"
"2397","MORRISON,MOSI ADESINA","Assistant Professor","Afro-American Studies","PHD  Univ of Illinois at Chicago"
"2398","MORROW,MICHAEL","Faculty Associate","Electrical &amp; Computer Engr","ME 1995 Texas A &amp; M University"
"2399","MORTADA,MOHAMMAD E","Clinical Adjunct Professor","Volunteer Staff","MD 1996 "
"2400","MOSER,AMY R.","Associate Professor","Human Oncology","PHD 1983 Univ of Michigan at Ann Arbor"
"2401","MOSES,TALLY","Associate Professor","Social Work","PHD 2003 Univ of California Los Angeles"
"2402","MOSHER,DEANE F.","Professor","Biomolecular Chemistry","MD 1968 Harvard University"
"2403","MOSKOWITZ,MARINA","Professor","School Of Human Ecology","PHD 1999 Yale University"
"2404","MOSS,RICHARD L","Professor","Cell And Regenerative Biology","PHD 1975 University of Vermont"
"2405","MOTT,DAVID","Professor","Pharmacy","PHD 1995 Univ of Wisconsin-Madison"
"2406","MOUGOUE,JACQUELINE-BETHEL KEUTCHEMEN","Assistant Professor","African Cultural Studies","PHD 2013 Purdue University"
"2407","MOUNTAIN,ALEXANDRA","Assoc Lecturer","History","PHD 2019 University of Pittsburgh"
"2408","MOWAT,FREYA","Assistant Professor","Surgical Sciences","PHD 2009 "
"2409","MUEHLENHAUS,IAN","Faculty Associate","Acad Affairs &amp; Prog","PHD 2011 Univ of Minnesota-Twin Cities"
"2410","MUEHRER,REBECCA JEANNE","Assistant Professor","Nursing","PHD 2008 Univ of Wisconsin-Madison"
"2411","MUELLER,KIMBERLY DIGGLE","Assistant Professor","Communication Sci &amp; Disorders","PHD 2017 Univ of Wisconsin-Madison"
"2412","MUIR,PETER","Professor","Surgical Sciences","PHD 1990 University of Bristol"
"2413","MUKHERJEE,ANITA","Assistant Professor","Risk &amp; Insurance","PHD 2014 University of Pennsylvania"
"2414","MUKHIN,DMITRY","Assistant Professor","Economics","PHD 2018 Princeton University"
"2415","MUKHTAR,HASAN","Professor","Dermatology","PHD 1971 Chhatrapati Shahu Ji Maharaj U"
"2416","MULDOON,DARA","Lecturer","Art","MFA 2006 Montana State University"
"2417","MULLAHY,JOHN","Professor","Population Health Sciences","PHD 1985 University of Virginia"
"2418","MULLEN,KEVIN GEORGE","Assistant Professor","Liberal Arts &amp; Applied Studies","PHD 2014 Univ of Wisconsin-Madison"
"2419","MULLVAIN,ANDREW","Lecturer","Engr Professional Development"," "
"2420","MULVIHILL,JOHN F","Senior Lecturer","English","PHD 1994 University of Iowa"
"2421","MUMFORD,JUSTIN","Lecturer","Counseling Psychology","MHEA 2017 Ohio State University"
"2422","MUNDT,MARLON P","Associate Professor","Family Medicine","PHD 2007 Univ of Wisconsin-Madison"
"2423","MUNIAGURRIA,MARIA E","Faculty Associate","Economics","PHD 2011 Univ of Minnesota-Twin Cities"
"2424","MUNSTERMAN,AMELIA S","Clinical Asst Prof","Surgical Sciences","DVM 2007 Univ of Missouri-Columbia"
"2425","MURCHISON,MELANIE JANELLE","Lecturer","Law, Society And Justice","PHD 2016 Ireland (Eire)"
"2426","MURPHY,JENNIFER CLAIRE","Lecturer","Curriculum And Instruction","MTECH 2002 Lesley College"
"2427","MURPHY,JOHN","Senior Lecturer","Academic Affairs","MS 1992 Univ of Wisconsin-Madison"
"2428","MURPHY,REGINA","Professor","Chemical &amp; Biological Engr","PHD 1989 Massachusetts Inst Of Tech"
"2429","MURPHY,WILLIAM L","Professor","Biomedical Engineering","PHD 2002 Univ of Michigan at Ann Arbor"
"2430","MURPHY-ENDE,KATHLEEN LYNN","Clinical Assoc Prof","Nursing","PHD 1996 Univ of Wisconsin-Madison"
"2431","MURRAY,GAIL","Assoc Lecturer","Information School","MLIS 2016 Univ of IL at Urbana-Champaign"
"2432","MURRAY,MICHELLE RENEE","Assoc Lecturer","Social Work","MSW 2008 Univ of Wisconsin-Madison"
"2433","MURRAY,MURRAY","Faculty Associate","Consumer Science","EDD 2006 Univ of Minnesota-Twin Cities"
"2434","MURTHY,VIREN","Associate Professor","History","PHD 2007 University of Chicago"
"2435","MUSTAFA,MUSTAFA","Faculty Associate","African Cultural Studies","MA 2011 Univ of Wisconsin-Madison"
"2436","MUTLU,BILGE","Associate Professor","Computer Sciences","PHD 2009 Carnegie-Mellon University"
"2437","MUYOLEMA,ARMANDO","Lecturer","Lat Amer Carib Iber St","PHD 2007 Pittsburg State University"
"2438","MYERS,AMANDA L","Lecturer","Educational Psychology","EDS 2016 Univ of Wisconsin-Whitewater"
"2439","MYERS,MARY ELIZABETH","Senior Lecturer","Planning &amp; Landscape Arch","PHD 2003 Heriot-Watt University"
"2440","MYERSON,REBECCA MARY WEBER","Assistant Professor","Population Health Sciences"," "
"2441","MYRZABEKOVA,RAUSHAN","Lecturer","Ctrl Eurasian Sum Stu Inst","MA 2002 Kazan Univ"
"2442","NACEWICZ,BRENDON MARK","Assistant Professor","Psychiatry","MD 2011 Univ of Wisconsin-Madison"
"2443","NACK,JAMIE","Sr Outreach Spec","Forest &amp; Wildlife Ecology","MS 2002 Univ of Wisconsin-Madison"
"2444","NACKERS,KIRSTIN ANDREA MUEHLBAUER","Asst Professor (CHS)","Pediatrics","MD 2009 Univ of Wisconsin-Madison"
"2445","NADLER,STEVEN","Professor","Philosophy","PHD 1986 Columbia University"
"2446","NADOLNY, KATIE","Clinical Instructor","Medical Sciences","DVM 2014 Univ of Missouri-Columbia"
"2447","NAGEL,NICHOLAS J.","Lecturer","Engr Professional Development"," "
"2448","NAIR,VIJAYANKA","Assoc Lecturer","Anthropology","PHD 2018 New York University"
"2449","NAKADA,STEPHEN Y.","Professor","Urology","MD 1988 University Of Rochester"
"2450","NAKAKUBO,TAKAKO","Assoc Faculty Assoc","Asian Languages &amp; Cultures","PHD 2011 University of Iowa"
"2451","NAPARSTEK,MICHAEL","Lecturer","Religious St","PHD 2018 Univ of Wisconsin-Madison"
"2452","NARDI,HENRIQUE","Lecturer","Art","MA 2005 Universidade de Sao Paulo"
"2453","NATHAN,MITCHELL","Professor","Educational Psychology","PHD 1991 Univ of Colorado at Boulder"
"2454","NATHANSON,GILBERT M.","Professor","Chemistry","PHD 1985 Harvard University"
"2455","NAUGHTON,LISA","Professor","Geography","PHD 1997 University of Florida"
"2456","NAVSARIA,DIPESH","Assoc Professor (CHS)","Pediatrics","MD 2005 Univ of IL at Urbana-Champaign"
"2457","NAZAROVA,GULNISA","Senior Lecturer","Ctrl Eurasian Sum Stu Inst","PHD 1992 Kazakh State U of World Langs."
"2458","NECKAR,AMANDA L","Asst Faculty Assoc","Social Work","MSW 2013 Univ of Wisconsin-Madison"
"2459","NEGRUT,DAN","Professor","Mechanical Engineering","PHD 1998 University of Iowa"
"2460","NELLIS,GREGORY FRANCIS","Professor","Mechanical Engineering","PHD 1997 Massachusetts Inst Of Tech"
"2461","NELLIS,MARGARET J","Sr Student Serv Coord","Academic Partnerships","PHD 1981 University of Chicago"
"2462","NELSESTUEN,GRANT","Associate Professor","Classic &amp; Ancient Near E Stds","PHD 2008 University of Texas at Austin"
"2463","NELSON,ADAM","Professor","Educational Policy Studies","PHD 1998 Brown University"
"2464","NELSON,DAVID","Lecturer","Lafollette Sch Of Publ Affairs","PHD 2013 Univ of Wisconsin-Madison"
"2465","NELSON,DAVID L.","Professor Emer","Biochemistry","PHD 1969 Stanford University"
"2466","NELSON,EVAN OTHMER","Asst Professor (CHS)","Family Medicine","DPT 2016 Duke University"
"2467","NELSON,GUNTHER PAUL","Lecturer","Life Sciences Communication","BA 1989 Marquette University"
"2468","NELSON,JEFF","Asst Faculty Assoc","Biological Systems Engineering","MS 1995 Univ of Wisconsin-Madison"
"2469","NELSON,JENNIFER","Assistant Professor","Art History","PHD 2013 Yale University"
"2470","NELSON,JOHN","Adjunct Professor","Civil &amp; Environmental Engr","MS 1976 Univ of Wisconsin-Madison"
"2471","NELSON,MARK","Professor","School Of Human Ecology","M.ARCH 1984 Univ of Wisconsin-Milwaukee"
"2472","NELSON,NICOLE C","Assistant Professor","Dept Of Med History&amp;Bioethics","PHD 2011 Cornell University"
"2473","NELSON,SUSAN","Lecturer","Nutritional Sciences","PHD 2010 Univ of Wisconsin-Madison"
"2474","NELSON,TRACY","Adjunct Instructor","Management &amp; Human Resources","MS 2017 Edgewood College"
"2475","NEMET,GREGORY F","Professor","Lafollette Sch Of Publ Affairs","PHD 2007 Univ of California Berkeley"
"2476","NESPER,LARRY","Professor","Anthropology","PHD 1994 University of Chicago"
"2477","NESTERCHOUK,ANYA","Lecturer","English","MS 2011 Univ of Wisconsin-Madison"
"2478","NETT,JENIEL EMILY","Assistant Professor","Medicine","PHD  Univ of Wisconsin-Madison"
"2479","NEUHAUSER,HEIDI MARIE","Clinical Instructor","Nursing","MSN 2014 Concordia University Wisconsin"
"2480","NEUMAN,HEATHER B","Associate Professor","Surgery","MD 2000 University of Pittsburgh"
"2481","NEUMANN,DONNA M.","Associate Professor","Ophthalmology&amp;Visual Sciences","PHD 2004 University of New Orleans"
"2482","NEUMAYER,KRISTIN M","Publications Editor 3","Spanish And Portuguese","PHD 2008 Univ of Wisconsin-Madison"
"2483","NEVILLE,LEONORA","Professor","History","PHD 1998 Princeton University"
"2484","NEVIN,JACK","Professor Emer","Marketing","PHD 1972 Univ of IL at Urbana-Champaign"
"2485","NEWBURY,SANDRA PATRICIA","Adjunct Asst Prof","Pathobiological Sciences","DVM 2003 Univ of Wisconsin-Madison"
"2486","NEWMAN,TODD PAUL","Assistant Professor","Life Sciences Communication","PHD 2016 American University"
"2487","NEWMARK,PHILLIP A","Professor","Integrative Biology","PHD 2010 Univ of Colorado at Boulder"
"2488","NEWTON,LAURIE A","Clinical Assoc Prof","Nursing","DNP 2012 Univ of Wisconsin-Madison"
"2489","NEWTON,MICHAEL A.","Professor","Biostatistics&amp;Med Informatics","PHD 1991 University of Washington"
"2490","NEY,DENISE","Professor","Nutritional Sciences","PHD 1986 Univ of California Davis"
"2491","NEYRAT,FREDERIC","Associate Professor","English","PHD 1998 Univ de Strasbourg II"
"2492","NGUYEN THI,MINHHIEN","Assoc Prof L/I","Computer Sciences","PHD 2011 University of Connecticut"
"2493","NGUYEN,BETH","Professor","English","MFA 2012 Univ of Michigan at Ann Arbor"
"2494","NGUYEN,TERESA UYEN","Assoc Lecturer","Counseling Psychology","PHD 2013 Univ of Michigan at Ann Arbor"
"2495","NICHOL,PETER F","Associate Professor","Surgery","PHD  Washington University"
"2496","NICHOLS,JACE D","Lecturer","Theatre &amp; Drama","BFA 1997 Univ of Wisconsin-StevensPoint"
"2497","NICHOLS,KATHLEEN","Assoc Faculty Assoc","Curriculum And Instruction","EDD 2015 Univ Of NC At Chapel Hill"
"2498","NICKELLS,ROBERT W.","Professor","Ophthalmology&amp;Visual Sciences","PHD 1987 University of Calgary"
"2499","NICOMETO,CHRISTINE","Assoc Faculty Assoc","Engr Professional Development","MS 2002 Michigan Technological Univ"
"2500","NIE,JENNIFER DAWN","Clinical Instructor","Nursing","MSN 2007 U of Northern Colorado"
"2501","NIEDENTHAL,PAULA","Professor","Psychology","PHD 1987 Univ of Michigan at Ann Arbor"
"2502","NIENHAUSER,WILLIAM","Professor","Asian Languages &amp; Cultures","PHD 1972 Indiana University"
"2503","NIENHUIS,JAMES","Professor","Horticulture","PHD 1982 Univ of Wisconsin-Madison"
